GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	2771493	4064089	9	7	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	4064233	4759443	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	4759526	6037889	2	2	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	6040044	15943501	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	15946381	16082793	26	20	6
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	16083101	16320080	9	7	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	16327534	21954036	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	21954336	27013874	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	27014225	28839281	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	28839566	28863963	1	1	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	28865843	28871742	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	28873033	28969054	2	1	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	28972885	35326267	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	35326443	35372776	5	3	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	35374154	51424542	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	51424605	51484982	3	2	1
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrX	51485699	156004181	4	2	2
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrY	2782397	26653788	0	0	0
c602dbe2-b3bc-5aae-a3dd-43282ab2a939	chrY	56872112	56872112	26	26	0
